store_name,store_id,visitor_review_count,blog_review_count,coffee_tasty,service_kind,beverage_tatsy,dessert_tasty,store_clean,conv_good,seat_comfy,focus_good,interior_good,restroom_clean,special_menu,value_for_money,view_good,photo_good,store_spacious,parking_easy,vibe_calm,vibe_cozy,vibe_musical,food_tasty,ingred_fresh,kids_good,packaging_good,price_worth,rooms_good,good_for_stay,taste_healthy,menu_variety,custom_good,fast_service,good_for_groups,large_portions,menu_composition_good,tea_tasty,bread_tasty,solos_dining_good,pet_friendly,good_for_party,alcohol_variety,solos_alcohol_good,good_for_special,outdoor_space_good,books_variety,concept_unique,good_for_gifts,course_meal_good,free_snack_good
중동이마트,1117,6179,129,2280,921,942,763,506,381,223,123,177,106,276,142,43,43,17,386,4,3,6,2,0,1,1,7,0,5,1,6,3,4,0,0,3,2,0,1,0,0,0,0,1,1,0,0,1,0,0
부천중동DT,1035,6131,191,2341,860,882,742,476,316,203,231,208,143,262,162,76,77,19,126,8,7,4,1,1,0,3,3,0,6,3,3,1,1,0,2,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0
부천신중동역,938,6224,260,2236,1381,981,700,631,402,349,300,229,74,255,139,40,56,59,102,15,11,5,5,1,1,0,2,0,7,1,5,3,2,1,1,2,1,1,0,0,0,0,1,0,0,0,0,0,0,1
역곡역DT,900,7945,293,2664,1040,1113,880,583,477,248,352,226,205,331,148,64,53,70,396,4,14,2,11,0,0,4,9,0,4,5,4,3,4,1,1,4,1,10,6,0,0,0,0,0,0,0,0,2,0,0
부천중동,741,4916,154,1927,728,718,599,439,357,219,217,167,74,217,121,57,65,20,43,9,5,3,1,0,0,2,3,0,4,1,5,2,1,0,2,3,1,1,0,0,0,0,0,0,0,0,0,2,0,0
부천시청역,650,4968,251,2097,708,854,695,503,440,330,243,205,38,221,195,47,44,55,41,10,7,0,1,2,1,0,4,0,7,0,9,1,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
현대중동,206,5665,127,2325,828,1007,864,480,340,220,80,177,161,248,140,36,51,18,415,3,2,2,3,0,0,0,4,0,2,1,4,0,1,0,0,5,2,1,0,0,0,0,0,1,0,0,0,1,0,0
부천플레이도시,89,3988,107,1424,546,607,551,305,192,89,72,113,80,136,98,59,43,5,264,2,5,0,4,0,3,1,2,0,1,1,2,0,2,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0
송내역,439,43837,363,16143,10433,9374,6702,6738,4924,4644,3277,2994,2409,2832,2192,2251,1339,89,2638,17,15,10,23,2,3,9,10,0,28,7,20,9,14,3,2,10,4,7,10,1,0,0,0,2,1,0,0,8,0,0
부천상동,438,6119,241,2148,846,888,765,386,314,203,137,143,49,248,131,49,49,24,75,0,3,4,3,0,0,0,6,1,4,3,7,4,4,0,0,4,0,4,1,0,0,0,0,0,0,0,0,1,0,0
부천상일로,2221,422,44,271,81,82,97,66,52,15,32,49,4,30,28,3,4,23,1,3,2,3,1,0,1,0,4,1,2,0,2,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
중동삼성,1897,2777,65,1295,624,525,434,463,251,230,129,164,132,135,81,59,37,15,135,8,4,1,2,0,0,2,1,1,7,0,7,1,2,0,0,1,4,4,1,0,0,0,0,0,0,0,4,0,0,0
부천역,2115,1283,114,874,259,314,314,170,136,78,59,120,67,125,44,7,30,21,16,7,10,4,1,0,0,6,6,0,8,0,18,3,13,0,0,1,1,4,0,0,0,0,0,0,1,0,0,2,0,0
부천옥길DT,2060,1303,61,716,218,244,278,219,172,99,75,146,88,102,45,56,33,25,115,3,5,4,2,0,2,0,2,1,9,0,8,2,1,2,0,2,0,3,0,0,1,0,0,0,0,0,0,0,0,0
부천상동DT,2039,1381,59,722,283,332,245,198,126,67,77,93,96,99,57,39,22,3,102,1,7,2,0,1,1,2,4,0,2,1,9,4,1,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0
부천원종DT,1934,3119,171,1735,705,612,647,538,306,177,180,297,188,167,117,113,59,46,268,7,6,3,1,2,0,4,2,0,8,0,3,1,4,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
부천중동센트럴,1723,3699,110,1557,545,626,536,508,389,293,231,233,66,160,76,67,46,45,84,7,6,5,4,0,0,0,2,0,6,1,7,1,3,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
춘의역DT,1738,3040,187,1121,558,464,392,352,246,156,198,176,131,131,62,102,54,30,83,3,3,2,2,0,0,1,0,0,8,2,7,2,6,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
신중동,1733,4022,101,1756,879,940,608,465,418,179,331,164,57,333,109,36,40,26,44,55,6,37,2,0,0,1,7,0,5,16,8,1,2,0,0,4,7,1,0,2,0,0,0,0,0,0,0,0,0,0
소사역,2077,964,96,569,203,238,225,174,98,71,72,70,20,85,30,15,7,15,7,5,2,1,0,1,0,3,1,2,6,0,9,0,8,0,0,1,0,1,2,0,0,0,0,0,1,0,0,1,0,0
광교갤러리아9F,1618,4092,106,1368,607,588,405,360,250,184,49,149,120,138,92,82,47,10,286,3,2,0,0,0,1,1,7,0,2,0,2,2,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0
수원법조타운,1455,2870,128,884,366,347,284,254,179,120,100,137,51,103,68,31,35,13,126,0,1,1,0,0,0,0,0,0,5,0,2,0,2,0,0,2,1,1,0,0,0,0,0,0,0,0,0,2,0,0
광교역,1437,2078,140,710,334,318,243,205,139,103,151,82,33,90,56,51,15,15,17,0,0,0,3,0,0,0,3,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
광교엘포트R,1431,6642,356,1951,826,826,780,542,344,264,235,436,116,281,132,101,96,20,375,4,3,3,4,1,1,1,4,0,2,2,3,1,3,1,1,3,1,1,0,0,0,0,0,0,1,1,2,0,0,0
영통R,1461,7434,427,2688,991,998,914,767,556,455,182,659,198,343,160,132,117,64,537,6,3,0,3,2,1,0,1,1,7,0,0,1,3,1,1,2,2,1,1,1,0,0,0,0,0,0,0,1,0,0
수원망포DT,1010,4934,365,1667,611,665,533,403,415,218,226,219,273,144,86,81,48,20,135,3,6,0,0,0,0,4,1,0,1,2,3,3,5,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
수원광교,928,5127,259,1501,578,687,542,356,248,151,132,165,124,178,101,56,64,13,301,3,7,3,0,0,1,1,2,0,5,4,4,3,5,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
수원트레이더스,819,4255,53,1658,614,658,412,254,114,73,38,64,76,170,116,20,31,1,447,0,7,1,1,0,0,1,4,0,0,1,6,0,1,0,0,8,1,0,0,0,0,0,0,0,0,0,1,1,0,0
경희대국제캠퍼스,760,3231,158,952,392,417,296,259,213,138,175,77,85,115,79,34,26,13,21,4,1,3,0,0,0,0,1,0,2,1,0,1,1,0,0,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0
수원망포역,606,5732,290,1765,724,762,600,431,391,206,198,139,89,194,107,69,44,36,166,3,5,0,1,0,2,1,3,1,7,1,4,0,3,1,0,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0
광교이마트,985,3003,77,900,483,399,267,303,158,120,60,111,55,100,67,22,28,26,380,2,1,0,2,0,0,0,0,0,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
수원영통,525,4746,153,1455,692,582,492,351,326,157,193,208,125,148,83,32,66,18,131,1,6,7,0,2,0,0,2,1,6,0,3,2,1,0,1,1,1,0,3,0,0,0,0,0,0,0,0,2,1,1
수원매탄,2315,236,45,171,45,55,68,23,27,3,5,14,1,18,4,1,4,3,12,2,6,1,2,0,0,0,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
광교갤러리아6F,2145,394,67,265,63,99,106,38,33,6,10,72,8,33,13,41,24,4,26,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
광교더샵레이크시티,2006,1399,118,726,322,404,330,229,155,106,111,159,65,96,62,28,56,3,122,1,4,0,3,0,0,1,3,0,1,1,3,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0
수원청명,2030,1523,85,868,244,301,317,298,220,136,138,151,96,95,58,57,30,19,63,2,2,0,1,0,1,0,1,0,3,0,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
광교SK뷰레이크41F,2137,1868,2216,928,258,362,440,171,136,67,30,304,66,114,45,1150,377,90,154,2,6,2,1,1,1,0,6,0,8,1,5,1,2,0,1,0,1,0,1,0,0,2,0,5,22,1,7,1,0,0
안산한양대,660,4730,126,1456,591,645,539,388,236,146,175,115,151,155,88,47,39,12,59,3,7,8,2,0,0,2,7,0,1,1,5,0,3,1,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0
안산한대앞역,668,5132,155,1588,791,613,587,367,262,170,188,142,60,181,115,47,41,16,53,4,9,5,0,0,1,5,1,0,5,1,6,1,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,2,0,0
안산삼성,1875,3360,75,1879,690,646,756,645,404,236,148,323,213,193,119,74,72,33,473,3,6,1,0,2,0,1,2,0,4,2,7,2,4,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
경기양평,1406,7150,145,3071,876,1274,1349,499,432,170,213,445,166,526,277,158,182,50,350,20,24,12,4,2,1,11,14,0,10,4,20,6,12,3,2,16,3,8,4,1,0,0,1,1,3,1,0,5,0,0
더양평DT,1676,10237,4094,3147,980,1086,1906,857,476,346,118,1783,353,862,168,3062,964,156,1396,3,7,12,3,0,4,0,10,0,12,0,16,0,3,1,1,6,0,9,0,0,0,0,0,2,24,0,9,0,0,0
용인죽전,1503,2715,58,823,300,281,235,145,144,82,92,50,45,68,56,15,11,5,21,2,3,6,2,0,1,0,1,0,2,0,0,1,1,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0
죽전단국대,1464,2919,87,901,359,422,342,257,252,146,204,104,44,108,59,100,32,28,51,6,1,0,0,0,1,0,7,0,6,2,3,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
수지동천,841,3668,144,1246,544,450,431,379,255,144,237,111,89,183,76,37,32,9,25,2,7,2,0,0,3,0,2,0,3,2,5,4,2,0,2,3,0,2,1,0,0,0,0,1,0,0,0,0,0,0
죽전,814,3467,228,1262,637,486,484,393,248,178,144,327,44,177,64,46,60,37,202,3,7,3,4,1,3,0,1,0,2,0,2,2,2,2,0,2,0,3,3,0,0,0,0,0,0,0,0,1,0,0
수지성복DT,824,4381,150,1368,520,467,354,237,215,132,113,87,77,115,91,49,31,9,41,0,6,2,1,0,0,2,5,0,3,0,2,1,3,0,1,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0
스타필드마켓죽전,241,244,64,146,23,67,69,12,23,11,13,28,2,24,19,1,5,11,18,0,0,0,0,1,0,0,1,0,3,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
신세계사우스시티,137,3394,72,1178,503,558,427,279,168,102,42,105,75,134,86,23,29,18,221,4,5,2,0,0,0,1,3,0,7,3,2,1,6,1,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0
수지이마트,350,4074,53,1285,572,538,436,215,147,65,57,48,60,143,94,27,21,2,380,1,6,1,4,0,0,0,4,0,1,1,4,2,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,2,0,0
수지풍덕천,501,6123,162,1778,860,704,600,450,330,203,163,194,54,263,115,32,38,43,39,4,2,6,3,12,4,33,9,0,24,3,19,22,31,8,0,19,0,2,2,0,0,0,0,0,0,0,1,21,0,0
광교상현역,2469,27,18,25,4,4,11,3,0,0,1,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
수지메디파크,2501,11,14,8,2,2,1,3,1,2,1,2,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
용인고기동유원지,2255,1085,1745,605,114,203,373,85,110,18,8,376,27,87,43,328,181,106,94,1,10,3,3,0,18,0,4,0,8,2,9,1,2,2,0,6,1,16,1,1,0,0,1,4,146,0,8,0,0,0
수지구청역,2054,1710,106,878,387,383,287,336,212,138,129,121,17,155,104,27,25,28,21,3,7,3,0,2,0,0,12,0,7,4,4,4,6,1,0,8,0,1,1,0,0,0,0,0,1,0,0,0,0,0
수지성복역,1818,2831,123,1376,617,643,539,453,275,228,210,171,87,200,92,94,30,38,18,6,5,4,6,0,1,2,17,0,5,2,11,1,2,0,1,10,0,3,0,0,0,0,0,0,0,0,1,1,0,0
파주P.아울렛1F,1539,5423,41,1907,694,759,592,398,232,166,54,158,95,194,143,38,59,22,403,4,5,0,1,0,1,0,1,0,1,0,3,0,6,1,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0
파주야당역,1381,6823,230,1991,897,830,778,580,525,331,240,250,145,237,114,77,58,74,197,3,5,4,1,2,2,10,7,1,13,3,7,1,1,0,2,6,0,3,0,1,0,0,0,0,0,0,0,2,0,0
파주금촌역,1375,3948,105,994,535,450,360,299,187,130,100,79,103,125,70,25,28,13,19,7,23,0,3,1,0,1,8,0,1,2,2,1,4,0,0,7,0,1,0,0,0,0,0,1,0,0,0,1,0,0
파주금릉역,699,5898,157,1693,683,649,592,416,353,213,148,123,63,223,129,78,38,48,128,0,4,2,0,0,0,1,16,0,5,0,5,2,14,4,2,3,2,3,0,0,0,0,0,0,0,0,0,2,0,0
파주운정,765,4410,150,1399,570,528,433,334,233,123,167,97,44,136,80,62,30,23,91,3,6,1,1,1,0,1,4,1,4,1,2,2,2,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
파주P.아울렛3F,371,6869,133,1671,658,663,565,373,317,221,96,255,64,141,95,117,69,46,345,6,7,2,0,0,1,0,3,0,2,2,6,1,0,0,0,1,2,3,0,0,0,0,1,2,3,0,0,0,0,0
파주해오름,2508,23,17,15,3,9,7,1,2,1,2,3,0,2,0,0,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
파주문산DT,1853,3373,187,1798,806,727,615,485,379,188,147,260,184,159,89,104,65,30,514,7,6,1,2,1,0,4,3,0,3,2,5,1,5,1,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0
파주가람,2065,1784,107,982,334,430,472,347,267,137,101,196,92,160,75,22,19,44,305,7,5,2,5,1,1,0,3,1,1,2,2,0,2,1,1,2,1,1,0,0,0,0,0,0,1,0,1,0,0,0
스타필드빌리지운정,2490,58,13,35,11,14,20,9,5,2,2,9,2,8,7,2,2,1,10,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
파주산내,1786,3866,96,1978,836,852,757,491,332,209,163,176,61,229,95,34,42,22,55,8,10,3,0,1,0,0,12,0,6,0,11,2,2,1,0,3,1,0,1,0,0,0,0,0,0,0,0,3,0,0
파주LGD GATE G,2449,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
파주교하,2353,188,35,130,33,49,41,15,21,5,12,15,5,22,15,0,3,6,1,1,0,2,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
파주LGD,2210,316,7,278,153,163,167,133,25,2,2,29,4,9,4,1,6,7,5,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
파주야당DT,1734,4797,183,2127,737,768,771,521,505,254,252,305,158,239,171,132,92,50,471,3,5,4,1,0,1,0,9,1,10,1,1,0,0,1,2,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0
파주운정이마트,1707,3369,34,1419,626,592,453,285,202,102,63,91,69,154,83,22,34,11,392,2,7,2,1,0,0,1,7,0,0,0,4,4,7,0,0,9,0,0,1,0,0,0,0,0,0,0,0,1,0,0
지행역,1480,4569,91,1873,800,747,744,473,389,206,163,206,110,233,146,82,93,29,39,3,7,0,1,1,0,0,8,0,4,0,4,2,1,0,0,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0
동두천DT,1072,4195,154,1460,668,633,473,377,305,148,147,189,157,163,99,54,45,21,373,4,3,0,2,0,0,1,7,0,1,0,6,0,0,0,1,4,2,0,0,0,0,1,0,1,0,0,0,0,0,0
동두천송내DT,2136,397,73,236,80,110,104,67,51,25,15,67,31,31,18,30,22,10,101,0,4,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
광주운남DT,1440,5089,145,1844,681,766,595,368,263,176,86,181,126,194,119,88,44,25,108,4,6,1,3,0,2,3,9,0,3,1,9,0,9,0,0,6,2,2,0,0,0,0,0,1,0,0,1,0,0,0
광주선운DT,1635,4191,131,1344,521,530,380,345,259,130,120,169,132,133,54,87,60,26,281,1,0,1,4,0,0,1,2,0,6,1,1,1,2,1,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0
광주산정DT,1421,2662,74,910,385,366,283,216,158,86,73,68,79,122,61,53,35,25,92,0,3,0,2,0,0,18,2,0,2,0,1,3,22,3,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0
광주흑석DT,1252,4202,118,1375,542,546,436,280,204,133,99,138,108,142,65,64,59,45,275,2,0,5,0,0,0,34,1,0,9,0,4,10,44,3,0,0,2,1,0,0,0,0,0,0,0,0,0,20,0,0
광주송정역,1161,5475,155,1730,786,663,473,409,271,158,121,135,120,153,113,53,44,14,46,2,8,4,0,0,0,2,6,1,4,2,2,0,5,0,0,2,1,1,0,0,0,0,0,0,1,0,1,1,0,0
광주수완DT,1160,2952,160,935,419,418,388,275,151,80,61,108,78,95,54,127,46,41,171,3,1,5,5,0,0,6,6,0,12,15,6,2,22,4,0,0,2,5,0,0,0,0,0,1,1,0,0,2,0,0
광주신가DT,878,3108,118,875,388,372,287,202,124,78,71,83,81,92,37,53,26,5,90,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
광주쌍암,818,3405,77,766,376,289,227,193,155,75,82,68,58,77,43,29,22,2,20,2,5,0,1,0,1,0,1,0,1,0,4,1,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
광주장덕,713,3056,82,1029,446,405,329,234,151,92,60,89,31,88,53,23,26,6,49,1,2,3,2,0,0,2,3,0,0,1,1,2,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4,0,0
광주하남,684,3494,92,1158,502,457,366,322,185,96,82,117,69,107,56,46,26,20,27,1,7,1,0,0,0,0,0,0,1,1,3,1,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,1,0,0
광주첨단,732,4729,113,1445,616,623,506,368,280,179,145,154,43,157,88,53,55,14,39,2,4,0,1,0,0,1,2,0,4,2,3,0,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0
광산수완,379,5189,157,1563,589,713,532,355,245,142,123,120,56,164,86,66,47,13,41,4,1,4,0,0,0,3,4,0,5,0,3,1,2,0,1,3,1,3,0,0,0,0,0,0,1,0,0,1,0,0
광주신창,2472,37,20,32,16,12,8,5,6,0,2,1,0,7,2,0,0,7,3,1,2,2,0,0,0,1,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
광주신창강변DT,2090,1724,511,1041,270,307,438,189,126,69,33,209,79,164,38,345,72,63,217,2,2,5,1,0,1,0,3,0,5,1,5,1,3,2,1,1,0,1,0,0,0,0,0,0,8,0,0,0,0,0
광주첨단DT,2061,1271,102,711,233,291,272,174,149,77,59,150,79,91,38,85,32,17,181,1,4,3,0,0,2,1,1,0,3,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
광주비아DT,1695,3500,92,1252,538,455,389,328,248,136,94,156,128,103,61,119,39,18,269,0,1,0,3,0,0,1,0,0,2,0,4,0,1,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
광주송정로,2023,1668,67,841,656,405,313,341,193,134,67,139,96,102,61,47,35,33,14,8,17,3,3,1,3,1,10,0,6,2,3,8,10,1,1,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0
광주시리단길,2348,123,81,91,18,27,32,9,3,2,4,6,0,11,2,2,3,4,2,0,1,2,5,2,0,0,7,0,1,0,0,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
광주월산DT,1530,3755,128,1213,530,487,357,333,251,123,119,190,91,117,76,56,34,15,218,3,6,0,1,0,1,0,0,0,5,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
광주주월DT,1525,2769,102,930,428,359,311,249,207,126,114,100,74,76,43,46,26,11,132,3,3,0,1,1,0,0,2,0,3,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
광주효천DT,1587,3143,125,996,359,369,311,225,183,110,77,132,85,85,49,135,30,17,177,2,3,1,1,0,0,1,1,0,6,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
광주봉선로,1342,2352,40,729,233,330,206,154,112,93,82,64,30,71,34,20,22,7,47,0,0,2,1,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
광주서문대로,1251,3036,93,914,454,383,314,214,164,104,113,61,63,116,49,47,30,7,49,0,2,0,0,0,0,0,0,0,4,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
광주방림DT,1073,3898,147,1104,397,479,413,288,163,113,114,146,113,151,85,54,50,11,126,3,2,2,1,2,0,1,2,1,2,0,3,1,4,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2,0,0
광주봉선중앙,865,2765,54,691,364,330,233,194,170,84,96,54,37,76,34,49,28,5,49,0,1,2,0,0,0,0,4,0,2,0,4,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
광주진월,569,2819,136,868,438,319,220,202,201,112,63,52,28,76,51,18,18,10,94,1,3,1,0,0,0,0,2,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
광주봉선,355,2135,75,778,339,368,240,221,137,70,70,66,24,101,39,18,27,7,77,3,5,2,0,0,1,1,2,0,3,0,7,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0
봉선이마트,1939,972,28,561,212,206,174,131,66,38,22,36,22,66,19,7,9,1,111,0,1,1,0,0,2,0,1,0,1,0,0,0,2,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0
광주지산DT,1577,3423,121,1214,456,471,353,261,163,129,101,127,101,121,64,70,32,19,206,3,2,4,1,0,1,0,1,0,2,1,2,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0
광주동명,1545,2964,112,1173,395,400,306,248,192,103,106,126,73,118,63,29,33,12,19,2,5,0,0,1,0,0,2,0,1,1,5,0,1,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0
광주지원DT,1632,2297,99,915,344,298,264,189,124,77,58,92,88,75,39,171,28,13,174,2,1,1,1,0,1,0,2,1,0,0,3,0,2,0,0,4,1,0,0,0,0,0,0,0,0,0,0,2,0,0
광주지산유원지입구,1287,3225,198,985,306,324,310,200,163,97,31,139,53,86,63,334,49,13,211,1,5,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
광주황금,877,4064,104,1319,491,675,467,286,255,144,118,123,103,176,98,54,35,13,20,2,3,3,1,0,0,0,5,0,4,2,3,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
충장서림,188,2226,87,604,272,313,211,143,124,68,69,52,45,88,46,17,15,10,14,3,3,0,0,2,1,0,2,0,1,1,1,0,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
광주계림,2513,5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
조선대국제관,2383,49,21,38,12,14,14,4,3,0,2,1,0,10,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
광주문화전당,2442,50,15,36,13,16,17,9,6,3,2,10,2,3,2,4,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
광주충장DT,2058,178,73,87,44,31,25,29,21,18,15,25,13,12,6,22,4,3,26,0,2,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
광주오치,1623,3078,93,969,394,409,316,306,228,102,118,113,107,96,62,68,48,12,121,0,7,2,0,0,0,2,5,0,1,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
광주연제DT,1641,2673,105,883,368,332,294,288,155,109,103,118,92,67,44,77,17,13,123,4,3,2,0,1,0,2,3,0,4,0,1,0,1,0,0,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0
광주신안DT,1436,4068,134,1160,478,410,346,267,220,126,182,143,89,108,74,87,74,21,132,1,4,0,0,1,0,0,1,0,9,0,3,2,1,2,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
광주매곡DT,1299,4547,306,1462,571,494,438,272,233,123,104,121,99,119,60,41,34,15,224,4,9,3,1,0,0,2,1,0,3,1,1,1,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
광주두암타운,1303,3436,106,995,337,368,293,237,228,117,86,117,73,83,43,38,33,10,226,1,1,2,0,0,0,0,1,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
광주일곡,1172,3995,188,1350,652,492,428,287,236,100,80,106,49,119,57,25,32,25,25,4,3,2,3,0,0,0,2,0,3,0,1,2,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0
광주북구청,1025,3723,122,1045,532,516,368,223,187,101,159,93,86,165,59,47,34,12,20,11,2,7,3,0,0,2,7,0,4,2,10,2,6,0,7,3,0,1,1,0,0,0,0,0,0,0,0,1,0,0
광주첨단신용,963,2914,76,831,379,303,299,212,107,69,40,89,39,102,49,18,24,9,14,1,1,3,1,0,0,0,3,0,3,0,1,1,3,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
광주용두DT,936,4459,129,1307,454,515,483,285,238,122,103,145,112,143,57,70,41,9,91,2,2,2,1,0,1,1,3,0,3,1,2,0,1,2,0,2,0,1,1,0,0,0,0,0,0,0,0,1,0,0
전남대,61,3202,186,959,482,513,411,276,191,97,158,99,107,154,52,60,35,14,15,8,11,3,0,0,0,0,4,0,4,1,4,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
광주용봉,482,3397,125,994,440,407,339,237,170,83,44,62,42,118,46,33,24,6,21,3,0,1,0,0,0,1,3,0,1,3,5,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
광주각화DT,2139,905,85,562,142,225,211,98,100,21,29,99,49,83,26,41,19,29,113,3,6,3,2,1,0,0,4,0,2,2,3,2,3,1,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0
